,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,Song Name
0,0.45,0.352,1.0,-11.733,0.0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747.0,4.0,3,Could've Been (feat. Bryson Tiller)
1,0.416,0.298,7.0,-8.499,1.0,0.0442,0.635,2.16e-06,0.136,0.191,95.386,160173.0,4.0,0,Every Kind Of Way
2,0.612,0.423,5.0,-8.062,0.0,0.0508,0.588,0.0,0.117,0.18,135.841,214093.0,5.0,0,Come Through (feat. Chris Brown)
3,0.816,0.513,1.0,-8.363,1.0,0.244,0.0145,0.000102,0.14,0.17,96.981,296011.0,4.0,3,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)"
4,0.414,0.314,1.0,-12.943,0.0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,200133.0,4.0,0,Focus
5,0.62,0.396,1.0,-15.498,0.0,0.206,0.735,0.000985,0.0976,0.774,87.865,201027.0,4.0,3,Where I Go (feat. H.E.R.)
6,0.823,0.487,10.0,-8.416,0.0,0.347,0.086,2.85e-05,0.172,0.172,96.997,236333.0,4.0,3,Slide
7,0.635,0.709,10.0,-6.195,0.0,0.0482,0.246,5.24e-05,0.124,0.191,80.426,227560.0,4.0,2,Damage
8,0.429,0.4,5.0,-11.679,0.0,0.0882,0.629,3.25e-05,0.087,0.357,72.487,255066.0,4.0,0,Comfortable
9,0.5,0.638,6.0,-4.007,0.0,0.0756,0.66,0.0,0.366,0.698,81.145,224880.0,4.0,2,Girl Like Me (feat. H.E.R.)
10,0.613,0.488,8.0,-7.37,1.0,0.0964,0.129,2.13e-05,0.335,0.183,172.076,190960.0,4.0,4,Love Affair
11,0.84,0.344,5.0,-8.613,0.0,0.0374,0.456,3.36e-05,0.35,0.526,111.994,199227.0,4.0,2,Remember Me
12,0.794,0.571,3.0,-9.884,0.0,0.114,0.323,6.1e-05,0.103,0.809,139.956,151907.0,4.0,2,say im ur luv
13,0.785,0.27,5.0,-14.457,1.0,0.0892,0.255,0.00132,0.0953,0.12,131.894,160500.0,4.0,0,Butterfly
14,0.786,0.536,0.0,-7.955,0.0,0.0526,0.253,0.000172,0.183,0.375,119.043,207880.0,4.0,2,wish that i could
15,0.849,0.19,7.0,-9.628,1.0,0.0447,0.549,0.00229,0.102,0.203,113.955,200880.0,3.0,1,Lullaby
16,0.763,0.494,11.0,-6.857,0.0,0.0487,0.965,0.00173,0.173,0.347,88.011,147304.0,4.0,0,Midnight Blues
17,0.609,0.335,0.0,-9.378,1.0,0.0372,0.236,0.0,0.0595,0.342,85.077,201933.0,4.0,0,Down to Earth
18,0.609,0.286,9.0,-13.184,1.0,0.0469,0.608,0.000591,0.122,0.14,151.86,250680.0,3.0,1,moonlit room
19,0.388,0.438,4.0,-12.215,1.0,0.137,0.624,0.00155,0.113,0.0527,89.935,220199.0,4.0,0,sorry
20,0.728,0.607,1.0,-8.417,0.0,0.132,0.133,0.0,0.0864,0.445,129.938,176702.0,4.0,2,Crew (feat. Brent Faiyaz & Shy Glizzy)
21,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3,Vex Oh (feat. Eight9FLY)
22,0.424,0.606,6.0,-6.062,0.0,0.159,0.106,0.000272,0.144,0.397,213.788,342244.0,4.0,2,Some Girl (feat. Steve Lacy)
23,0.885,0.595,7.0,-5.487,1.0,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760.0,4.0,3,Herside Story
24,0.926,0.68,2.0,-7.689,1.0,0.196,0.0471,0.000125,0.119,0.458,114.981,201240.0,4.0,3,"U Say (feat. Tyler, The Creator & Jay Prince)"
25,0.752,0.705,1.0,-4.893,0.0,0.138,0.125,0.0,0.0919,0.694,129.966,240375.0,4.0,2,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)"
26,0.717,0.447,4.0,-9.529,0.0,0.369,0.193,0.0,0.0937,0.86,84.09,132232.0,4.0,3,Justine's Interlude - A COLORS SHOW
27,0.824,0.848,8.0,-7.051,0.0,0.238,0.101,0.0193,0.1,0.968,134.978,128853.0,4.0,3,"Evian (feat. PinkPantheress, Rizloski & Rax)"
28,0.442,0.446,9.0,-11.354,0.0,0.786,0.278,0.0,0.308,0.295,51.539,161080.0,4.0,3,Late Night (feat. Masego)
29,0.748,0.937,6.0,-5.506,0.0,0.173,0.16,0.0122,0.127,0.683,126.042,177707.0,4.0,2,Zulu Screams (feat. Maleek Berry & Bibi Bourelly)
30,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2,4EVA (feat. Pharrell Williams)
31,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3,Intimidated (feat. H.E.R.)
32,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3,YOU'RE THE ONE
33,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2,10%
34,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3,Be Your Girl (Kaytranada Edition)
35,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2,CHANCES
36,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2,What You Need
37,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3,Vex Oh (feat. Eight9FLY)
38,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3,Twin Flame
39,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2,Assumptions - Kaytranada Edit
40,0.777,0.414,6.0,-7.44,0.0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880.0,4.0,2,"Hold On, We're Going Home"
41,0.699,0.255,4.0,-8.647,0.0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333.0,3.0,1,Summers Over Interlude
42,0.763,0.667,2.0,-6.285,1.0,0.085,0.021,2.4e-05,0.0715,0.75,95.864,260520.0,4.0,4,Stars Align (with Drake)
43,0.652,0.861,6.0,-4.863,0.0,0.0565,0.00743,2.25e-05,0.337,0.333,99.983,208747.0,4.0,2,Waves of Blue
44,0.691,0.501,1.0,-9.089,0.0,0.045,0.0499,0.00011,0.131,0.332,126.93,227947.0,4.0,2,Open (feat. Majid Jordan)
45,0.676,0.5,1.0,-6.603,1.0,0.0513,0.00371,0.00278,0.114,0.0742,90.03,300729.0,4.0,4,Her
46,0.501,0.451,6.0,-7.396,1.0,0.142,0.539,4.12e-06,0.113,0.612,200.015,146400.0,4.0,4,Different (With Majid Jordan)
47,0.678,0.438,9.0,-8.847,0.0,0.0576,0.29,0.0,0.0838,0.501,81.498,247546.0,4.0,2,Caught Up (feat. Khalid)
48,0.618,0.536,2.0,-9.577,0.0,0.0836,0.11,0.000413,0.102,0.126,119.094,248432.0,4.0,2,My Love (feat. Drake)
49,0.912,0.223,11.0,-12.424,0.0,0.321,0.26,8.87e-05,0.0786,0.354,139.965,212547.0,4.0,3,One I Want (feat. PARTYNEXTDOOR)
50,0.863,0.488,6.0,-10.101,0.0,0.291,0.484,0.0,0.15,0.744,134.889,122778.0,4.0,3,Desligado
51,0.752,0.434,2.0,-10.759,1.0,0.453,0.782,0.0,0.0586,0.945,140.06,219429.0,4.0,3,Poesia Acústica #1: Descompasso do Compasso
52,0.579,0.393,7.0,-10.577,1.0,0.378,0.761,0.0,0.107,0.623,91.535,189474.0,4.0,3,Nômade V
53,0.786,0.333,6.0,-12.637,1.0,0.93,0.488,0.0,0.105,0.721,77.652,224615.0,4.0,3,Nômade IV
54,0.819,0.466,8.0,-9.936,0.0,0.595,0.525,2.88e-05,0.162,0.726,80.005,221517.0,4.0,3,Diz Pra Mim
55,0.879,0.302,11.0,-10.616,0.0,0.389,0.67,1.9e-05,0.106,0.619,142.134,195898.0,4.0,3,Nômade
56,0.623,0.408,6.0,-11.323,0.0,0.431,0.847,5.42e-05,0.15,0.476,144.126,153486.0,4.0,3,Petricor
57,0.83,0.834,8.0,-6.572,1.0,0.17,0.112,0.0,0.0742,0.89,90.018,172795.0,4.0,4,+ 1 Minuto
58,0.833,0.23,11.0,-14.64,1.0,0.0689,0.673,0.000172,0.112,0.273,139.999,125726.0,4.0,0,Pequeno Blues
59,0.813,0.424,1.0,-11.035,0.0,0.375,0.816,0.0,0.081,0.546,92.972,206452.0,4.0,3,Nômade VII
60,0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342.0,4.0,2,Last Last
61,0.87,0.479,9.0,-7.779,1.0,0.165,0.161,0.000157,0.209,0.717,104.059,159124.0,4.0,4,For My Hand (feat. Ed Sheeran)
62,0.753,0.477,2.0,-7.739,0.0,0.0685,0.542,3.73e-05,0.107,0.527,83.485,201201.0,4.0,2,Mera Na
63,0.812,0.496,9.0,-5.969,0.0,0.297,0.271,0.0,0.0955,0.55,109.979,241293.0,4.0,3,Location (feat. Burna Boy)
64,0.6,0.659,4.0,-7.264,0.0,0.0542,0.176,0.0,0.111,0.307,89.955,221747.0,4.0,2,Alone
65,0.776,0.565,7.0,-10.609,1.0,0.105,0.36,8.81e-05,0.308,0.53,107.035,216992.0,4.0,4,It's Plenty
66,0.816,0.781,1.0,-4.237,0.0,0.0425,0.692,0.00928,0.0835,0.937,99.95,185899.0,4.0,2,On the Low
67,0.798,0.813,4.0,-5.869,0.0,0.162,0.564,0.000142,0.108,0.942,93.912,187609.0,4.0,2,Gbona
68,0.503,0.592,5.0,-5.923,0.0,0.444,0.0181,0.00014,0.169,0.344,201.85,231618.0,4.0,3,Ye
69,0.817,0.781,7.0,-4.178,0.0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707.0,4.0,2,Own It (feat. Ed Sheeran & Burna Boy)
70,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0,0,lovely (with Khalid)
71,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,4.0,3,Eastside (with Halsey & Khalid)
72,0.912,0.774,0.0,-4.673,0.0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589.0,4.0,2,Numb
73,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,4.0,2,Better
74,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,4.0,4,Silence
75,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547.0,4.0,4,Young Dumb & Broke
76,0.64,0.647,5.0,-8.114,0.0,0.186,0.124,0.0,0.0801,0.546,92.979,197867.0,4.0,2,Beautiful People (feat. Khalid)
77,0.736,0.449,1.0,-11.462,0.0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080.0,4.0,3,Location
78,0.83,0.585,1.0,-5.802,1.0,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600.0,4.0,4,8TEEN
79,0.691,0.906,0.0,-4.458,1.0,0.171,0.072,0.0,0.299,0.657,119.978,183926.0,4.0,4,The Hard Way
80,0.451,0.627,8.0,-4.59,1.0,0.127,0.591,0.00958,0.118,0.77,74.69,184000.0,4.0,4,3:15 (Breathe)
81,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,237507.0,4.0,0,Losin Control
82,0.819,0.355,5.0,-7.907,0.0,0.155,0.0274,7.77e-06,0.109,0.242,83.526,176766.0,4.0,2,NASTY - Extended Version
83,0.71,0.404,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.398,139.553,165853.0,4.0,3,What They Want
84,0.838,0.297,5.0,-8.224,0.0,0.056,0.0109,4.6e-06,0.109,0.395,83.524,126467.0,4.0,2,NASTY
85,0.766,0.548,10.0,-4.29,1.0,0.235,0.775,5.57e-06,0.1,0.424,82.944,161985.0,4.0,3,"Psycho, Pt. 2"
86,0.716,0.729,5.0,-6.313,1.0,0.117,0.0991,0.0,0.0842,0.276,131.975,226693.0,4.0,4,Missin You Crazy
87,0.681,0.469,2.0,-10.803,0.0,0.0366,0.161,0.403,0.108,0.0373,130.022,222453.0,4.0,2,Cherry Hill
88,0.846,0.748,5.0,-3.512,0.0,0.078,0.188,0.0,0.093,0.597,90.006,160720.0,4.0,2,BEST ON EARTH (feat. BIA) - Bonus
89,0.891,0.62,8.0,-6.822,1.0,0.157,0.176,1.59e-06,0.103,0.535,82.035,143415.0,4.0,4,HANDSOMER (Remix) (Feat. Ktlyn)
90,0.728,0.607,1.0,-8.417,0.0,0.132,0.133,0.0,0.0864,0.445,129.938,176702.0,4.0,2,Crew (feat. Brent Faiyaz & Shy Glizzy)
91,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3,Vex Oh (feat. Eight9FLY)
92,0.424,0.606,6.0,-6.062,0.0,0.159,0.106,0.000272,0.144,0.397,213.788,342244.0,4.0,2,Some Girl (feat. Steve Lacy)
93,0.885,0.595,7.0,-5.487,1.0,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760.0,4.0,3,Herside Story
94,0.926,0.68,2.0,-7.689,1.0,0.196,0.0471,0.000125,0.119,0.458,114.981,201240.0,4.0,3,"U Say (feat. Tyler, The Creator & Jay Prince)"
95,0.752,0.705,1.0,-4.893,0.0,0.138,0.125,0.0,0.0919,0.694,129.966,240375.0,4.0,2,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)"
96,0.717,0.447,4.0,-9.529,0.0,0.369,0.193,0.0,0.0937,0.86,84.09,132232.0,4.0,3,Justine's Interlude - A COLORS SHOW
97,0.824,0.848,8.0,-7.051,0.0,0.238,0.101,0.0193,0.1,0.968,134.978,128853.0,4.0,3,"Evian (feat. PinkPantheress, Rizloski & Rax)"
98,0.442,0.446,9.0,-11.354,0.0,0.786,0.278,0.0,0.308,0.295,51.539,161080.0,4.0,3,Late Night (feat. Masego)
99,0.748,0.937,6.0,-5.506,0.0,0.173,0.16,0.0122,0.127,0.683,126.042,177707.0,4.0,2,Zulu Screams (feat. Maleek Berry & Bibi Bourelly)
100,0.709,0.49,4.0,-7.457,0.0,0.0757,0.11,0.00345,0.12,0.0397,155.069,211610.0,4.0,2,Shea Butter Baby (with J. Cole)
101,0.805,0.51,4.0,-6.179,0.0,0.0569,0.0357,0.000469,0.108,0.36,127.983,207295.0,4.0,2,Unloyal (with Ari Lennox)
102,0.367,0.552,7.0,-9.109,0.0,0.0504,0.0258,0.000217,0.154,0.0778,93.467,249773.0,5.0,2,Scenic Drive (feat. Ari Lennox & Smino)
103,0.816,0.433,6.0,-6.372,1.0,0.177,0.0717,1.42e-05,0.12,0.713,129.852,150133.0,4.0,3,Night Drive
104,0.875,0.627,0.0,-7.107,1.0,0.167,0.111,0.0,0.0603,0.817,144.432,192326.0,4.0,4,Pressure
105,0.72,0.647,1.0,-5.411,0.0,0.0642,0.0116,0.000206,0.571,0.809,157.877,146914.0,4.0,2,BMO
106,0.804,0.664,6.0,-7.331,1.0,0.0913,0.148,1.72e-06,0.246,0.83,137.18,116765.0,4.0,4,Pedigree
107,0.65,0.662,5.0,-7.555,0.0,0.0618,0.0287,0.0,0.34,0.628,77.011,163701.0,4.0,2,Waste My Time
108,0.8,0.614,7.0,-6.255,0.0,0.0668,0.174,0.000176,0.0849,0.548,135.018,230841.0,4.0,2,Queen Space (with Summer Walker)
109,0.524,0.578,6.0,-4.8,0.0,0.08,0.661,5.96e-05,0.269,0.399,69.695,220250.0,4.0,2,Demon Time (with Ari Lennox) - Remix
110,0.55,0.439,9.0,-11.026,0.0,0.224,0.841,0.0,0.106,0.703,186.614,213192.0,4.0,3,Deixe Me Ir - Acústico
111,0.616,0.723,0.0,-6.744,0.0,0.0335,0.231,0.0,0.188,0.449,95.069,187422.0,4.0,2,De Love
112,0.509,0.872,7.0,-6.827,0.0,0.274,0.227,0.0,0.184,0.595,114.978,305845.0,4.0,3,Duro Igual Concreto
113,0.538,0.745,11.0,-6.049,1.0,0.141,0.233,0.0,0.0868,0.296,69.957,290047.0,4.0,4,Você Vai Entender
114,0.842,0.441,2.0,-10.548,0.0,0.106,0.53,0.0,0.192,0.723,128.031,272005.0,4.0,2,Sensação
115,0.579,0.645,9.0,-9.26,0.0,0.129,0.363,0.0,0.102,0.653,86.027,184697.0,4.0,2,Relação
116,0.716,0.636,5.0,-10.876,0.0,0.0668,0.0686,0.0,0.118,0.646,94.04,219110.0,4.0,2,Seu Jeito de Olhar
117,0.533,0.53,4.0,-8.221,0.0,0.05,0.616,0.0,0.306,0.267,173.949,142417.0,4.0,0,Se For Pra Ser
118,0.739,0.722,9.0,-5.85,0.0,0.128,0.253,0.000386,0.108,0.492,121.978,285261.0,4.0,2,Deixe-Me Ir - LIVA Remix
119,0.668,0.623,7.0,-8.259,1.0,0.216,0.417,0.0,0.181,0.404,94.947,317474.0,3.0,1,Dia de Caça
120,0.705,0.688,10.0,-6.857,0.0,0.0401,0.424,0.000178,0.116,0.339,98.022,189796.0,4.0,2,Nu Riddim
121,0.811,0.652,1.0,-2.798,1.0,0.0736,0.463,0.00158,0.0667,0.738,109.999,256694.0,4.0,4,Juice
122,0.819,0.372,0.0,-7.989,0.0,0.0486,0.43,3.74e-05,0.0915,0.653,95.033,245875.0,4.0,2,Tropicana Fruit Juice
123,0.708,0.738,5.0,-6.779,0.0,0.0601,0.247,0.0561,0.104,0.55,100.101,165300.0,4.0,2,Jabole
124,0.791,0.731,1.0,-3.599,1.0,0.0851,0.608,2.82e-05,0.118,0.785,109.974,250985.0,4.0,4,Juice Remix
125,0.546,0.543,8.0,-6.698,0.0,0.359,0.615,0.0,0.124,0.544,103.112,201012.0,4.0,3,Say Bye Bye
126,0.945,0.487,0.0,-5.182,0.0,0.0594,0.0271,0.000251,0.161,0.803,106.984,219813.0,4.0,2,Omo Alhaji
127,0.778,0.558,1.0,-9.935,0.0,0.0992,0.206,0.367,0.109,0.699,100.023,201825.0,4.0,2,Miss You
128,0.729,0.635,4.0,-5.962,0.0,0.0768,0.455,2.44e-05,0.112,0.539,97.835,217775.0,4.0,2,Wahala Dey
129,0.512,0.472,6.0,-8.81,1.0,0.223,0.318,0.0,0.103,0.319,93.725,118737.0,4.0,3,No Tomorrow
130,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242096.0,4.0,4,Leave The Door Open
131,0.651,0.703,0.0,-8.958,0.0,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444.0,4.0,2,After Last Night (with Thundercat & Bootsy Collins)
132,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443.0,4.0,4,Smokin Out The Window
133,0.701,0.875,11.0,-4.1,1.0,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720.0,4.0,4,Coast (feat. Anderson .Paak)
134,0.708,0.598,5.0,-8.365,1.0,0.0291,0.037,0.0,0.17,0.698,112.027,203123.0,4.0,4,Skate
135,0.711,0.605,6.0,-9.801,0.0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,307014.0,4.0,2,Love's Train
136,0.841,0.898,8.0,-7.135,1.0,0.104,0.271,0.0151,0.304,0.931,98.401,169727.0,4.0,4,Come Down
137,0.783,0.627,2.0,-8.521,1.0,0.102,0.00756,0.0,0.0606,0.48,100.025,219389.0,4.0,4,Fly As Me
138,0.62,0.396,1.0,-15.498,0.0,0.206,0.735,0.000985,0.0976,0.774,87.865,201027.0,4.0,3,Where I Go (feat. H.E.R.)
139,0.696,0.553,1.0,-8.702,1.0,0.0759,0.097,3.91e-06,0.617,0.674,114.993,63060.0,4.0,4,Silk Sonic Intro
140,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242096.0,4.0,4,Leave The Door Open
141,0.651,0.703,0.0,-8.958,0.0,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444.0,4.0,2,After Last Night (with Thundercat & Bootsy Collins)
142,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443.0,4.0,4,Smokin Out The Window
143,0.701,0.875,11.0,-4.1,1.0,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720.0,4.0,4,Coast (feat. Anderson .Paak)
144,0.708,0.598,5.0,-8.365,1.0,0.0291,0.037,0.0,0.17,0.698,112.027,203123.0,4.0,4,Skate
145,0.711,0.605,6.0,-9.801,0.0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,307014.0,4.0,2,Love's Train
146,0.841,0.898,8.0,-7.135,1.0,0.104,0.271,0.0151,0.304,0.931,98.401,169727.0,4.0,4,Come Down
147,0.783,0.627,2.0,-8.521,1.0,0.102,0.00756,0.0,0.0606,0.48,100.025,219389.0,4.0,4,Fly As Me
148,0.62,0.396,1.0,-15.498,0.0,0.206,0.735,0.000985,0.0976,0.774,87.865,201027.0,4.0,3,Where I Go (feat. H.E.R.)
149,0.696,0.553,1.0,-8.702,1.0,0.0759,0.097,3.91e-06,0.617,0.674,114.993,63060.0,4.0,4,Silk Sonic Intro
150,0.796,0.361,1.0,-8.417,1.0,0.0888,0.716,1.43e-05,0.101,0.315,124.921,211373.0,4.0,0,White Tee (with NO1-NOAH)
151,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,222374.0,4.0,3,Girls Need Love (with Drake) - Remix
152,0.726,0.408,11.0,-6.606,0.0,0.0614,0.603,0.0,0.225,0.459,115.918,143227.0,4.0,2,Playing Games (with Bryson Tiller) - Extended Version
153,0.646,0.335,3.0,-9.915,0.0,0.247,0.626,1.3e-05,0.107,0.419,167.927,92093.0,4.0,3,Deep
154,0.707,0.618,1.0,-5.825,0.0,0.19,0.17,0.0,0.293,0.517,133.876,231498.0,4.0,3,No Love (with SZA)
155,0.593,0.294,1.0,-10.072,0.0,0.0499,0.345,2.03e-05,0.287,0.152,113.847,188907.0,4.0,0,Karma
156,0.574,0.123,1.0,-13.959,1.0,0.196,0.894,0.00111,0.118,0.117,115.431,98027.0,3.0,1,Session 32
157,0.653,0.578,2.0,-5.709,0.0,0.0513,0.292,0.0,0.105,0.554,145.883,209177.0,4.0,2,Yummy - Summer Walker Remix
158,0.645,0.418,6.0,-10.065,0.0,0.29,0.558,0.0003,0.562,0.123,96.963,140760.0,4.0,3,Girls Need Love
159,0.555,0.507,11.0,-6.099,0.0,0.167,0.25,0.0,0.283,0.339,137.875,193840.0,4.0,2,Body
160,0.45,0.352,1.0,-11.733,0.0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747.0,4.0,3,Could've Been (feat. Bryson Tiller)
161,0.416,0.298,7.0,-8.499,1.0,0.0442,0.635,2.16e-06,0.136,0.191,95.386,160173.0,4.0,0,Every Kind Of Way
162,0.612,0.423,5.0,-8.062,0.0,0.0508,0.588,0.0,0.117,0.18,135.841,214093.0,5.0,0,Come Through (feat. Chris Brown)
163,0.816,0.513,1.0,-8.363,1.0,0.244,0.0145,0.000102,0.14,0.17,96.981,296011.0,4.0,3,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)"
164,0.414,0.314,1.0,-12.943,0.0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,200133.0,4.0,0,Focus
165,0.62,0.396,1.0,-15.498,0.0,0.206,0.735,0.000985,0.0976,0.774,87.865,201027.0,4.0,3,Where I Go (feat. H.E.R.)
166,0.823,0.487,10.0,-8.416,0.0,0.347,0.086,2.85e-05,0.172,0.172,96.997,236333.0,4.0,3,Slide
167,0.635,0.709,10.0,-6.195,0.0,0.0482,0.246,5.24e-05,0.124,0.191,80.426,227560.0,4.0,2,Damage
168,0.429,0.4,5.0,-11.679,0.0,0.0882,0.629,3.25e-05,0.087,0.357,72.487,255066.0,4.0,0,Comfortable
169,0.5,0.638,6.0,-4.007,0.0,0.0756,0.66,0.0,0.366,0.698,81.145,224880.0,4.0,2,Girl Like Me (feat. H.E.R.)
170,0.727,0.621,3.0,-6.954,0.0,0.114,0.0362,0.0,0.257,0.937,156.029,283116.0,4.0,2,Breathe
171,0.604,0.63,8.0,-5.17,1.0,0.073,0.281,0.0,0.0891,0.839,84.668,203756.0,4.0,4,Attached
172,0.687,0.487,2.0,-7.976,1.0,0.131,0.537,0.000145,0.101,0.496,127.819,258770.0,4.0,4,We Just Be
173,0.386,0.406,0.0,-11.034,0.0,0.273,0.817,0.000175,0.0812,0.4,65.991,219559.0,4.0,3,Give Yourself Away
174,0.581,0.49,2.0,-6.817,0.0,0.0793,0.503,0.0,0.329,0.678,173.402,245552.0,4.0,2,"All Ours, All Hours"
175,0.682,0.334,1.0,-10.285,1.0,0.192,0.418,0.0,0.102,0.264,126.189,137170.0,4.0,3,Kill A Man
176,0.624,0.566,0.0,-7.676,0.0,0.115,0.549,0.0,0.0744,0.775,129.886,214154.0,4.0,2,How Could I?
177,0.696,0.547,3.0,-7.064,0.0,0.138,0.313,1.31e-06,0.108,0.0789,123.986,255484.0,4.0,2,Fired Up
178,0.743,0.821,0.0,-6.048,1.0,0.25,0.257,0.0,0.855,0.44,139.9,243462.0,4.0,3,Someday Soon
179,0.679,0.647,3.0,-5.063,0.0,0.0365,0.0259,2.87e-06,0.107,0.218,125.876,251456.0,4.0,2,I Feel You
180,0.728,0.607,1.0,-8.417,0.0,0.132,0.133,0.0,0.0864,0.445,129.938,176702.0,4.0,2,Crew (feat. Brent Faiyaz & Shy Glizzy)
181,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3,Vex Oh (feat. Eight9FLY)
182,0.424,0.606,6.0,-6.062,0.0,0.159,0.106,0.000272,0.144,0.397,213.788,342244.0,4.0,2,Some Girl (feat. Steve Lacy)
183,0.885,0.595,7.0,-5.487,1.0,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760.0,4.0,3,Herside Story
184,0.926,0.68,2.0,-7.689,1.0,0.196,0.0471,0.000125,0.119,0.458,114.981,201240.0,4.0,3,"U Say (feat. Tyler, The Creator & Jay Prince)"
185,0.752,0.705,1.0,-4.893,0.0,0.138,0.125,0.0,0.0919,0.694,129.966,240375.0,4.0,2,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)"
186,0.717,0.447,4.0,-9.529,0.0,0.369,0.193,0.0,0.0937,0.86,84.09,132232.0,4.0,3,Justine's Interlude - A COLORS SHOW
187,0.824,0.848,8.0,-7.051,0.0,0.238,0.101,0.0193,0.1,0.968,134.978,128853.0,4.0,3,"Evian (feat. PinkPantheress, Rizloski & Rax)"
188,0.442,0.446,9.0,-11.354,0.0,0.786,0.278,0.0,0.308,0.295,51.539,161080.0,4.0,3,Late Night (feat. Masego)
189,0.748,0.937,6.0,-5.506,0.0,0.173,0.16,0.0122,0.127,0.683,126.042,177707.0,4.0,2,Zulu Screams (feat. Maleek Berry & Bibi Bourelly)
190,0.817,0.44,10.0,-8.482,0.0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113.0,4.0,2,Search & Rescue
