,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,Song Name
1994,0.529,0.555,3.0,-6.259,0.0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,220133.0,4.0,2,Retrograde (feat. 6LACK & Lucky Daye)
1995,0.569,0.724,6.0,-4.076,0.0,0.0474,0.228,0.0,0.27,0.562,83.118,194563.0,4.0,2,un x100to
1996,0.683,0.764,2.0,-5.995,1.0,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325.0,4.0,4,Coco Chanel
1997,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567.0,4.0,2,Me Porto Bonito
1998,0.887,0.234,9.0,-14.52,1.0,0.178,0.111,0.67,0.13,0.197,140.02,196800.0,4.0,0,La Jumpa
1999,0.647,0.686,3.0,-5.745,0.0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299.0,4.0,2,Ojitos Lindos
2000,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717.0,4.0,3,Tití Me Preguntó
2001,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061.0,4.0,2,Efecto
2002,0.892,0.662,8.0,-3.894,1.0,0.162,0.169,1.24e-06,0.363,0.607,93.976,227013.0,4.0,4,Gato de Noche
2003,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940.0,4.0,2,Moscow Mule
2004,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,4.0,3,LA CANCIÓN
2005,0.843,0.669,1.0,-4.105,0.0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4.0,2,Private Landing (feat. Justin Bieber & Future)
2006,0.652,0.631,6.0,-5.718,0.0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424.0,4.0,2,No Idea
2007,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,4.0,2,"Lemonade (feat. Gunna, Don Toliver & NAV)"
2008,0.629,0.692,5.0,-8.045,1.0,0.0376,0.00981,0.331,0.603,0.453,162.948,167916.0,4.0,4,After Party
2009,0.719,0.756,5.0,-5.392,0.0,0.0761,0.0541,0.0,0.109,0.647,105.024,219500.0,4.0,2,"Soweto (with Don Toliver, Rema and Tempoe)"
2010,0.861,0.496,4.0,-5.537,0.0,0.0357,0.382,2.57e-06,0.107,0.543,116.008,192693.0,4.0,2,Embarrassed (feat. Travis Scott)
2011,0.733,0.685,10.0,-6.228,0.0,0.0533,0.363,0.000238,0.333,0.837,150.073,146947.0,4.0,2,Used (feat. Don Toliver)
2012,0.641,0.684,10.0,-6.119,0.0,0.0476,0.129,0.000288,0.141,0.188,104.036,178275.0,4.0,2,Fantasy (feat. Don Toliver)
2013,0.747,0.497,4.0,-6.542,0.0,0.0401,0.248,0.0,0.138,0.0663,142.046,158709.0,4.0,2,Cardigan
2014,0.747,0.494,3.0,-7.957,0.0,0.141,0.393,0.0,0.0982,0.624,76.006,228453.0,4.0,2,Mystery Lady
2015,0.569,0.724,6.0,-4.076,0.0,0.0474,0.228,0.0,0.27,0.562,83.118,194563.0,4.0,2,un x100to
2016,0.683,0.764,2.0,-5.995,1.0,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325.0,4.0,4,Coco Chanel
2017,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567.0,4.0,2,Me Porto Bonito
2018,0.887,0.234,9.0,-14.52,1.0,0.178,0.111,0.67,0.13,0.197,140.02,196800.0,4.0,0,La Jumpa
2019,0.647,0.686,3.0,-5.745,0.0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299.0,4.0,2,Ojitos Lindos
2020,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717.0,4.0,3,Tití Me Preguntó
2021,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061.0,4.0,2,Efecto
2022,0.892,0.662,8.0,-3.894,1.0,0.162,0.169,1.24e-06,0.363,0.607,93.976,227013.0,4.0,4,Gato de Noche
2023,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940.0,4.0,2,Moscow Mule
2024,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,4.0,3,LA CANCIÓN
2025,0.593,0.893,6.0,-5.811,1.0,0.132,0.301,0.0,0.135,0.63,150.085,218000.0,4.0,4,When Will I See You Again
2026,0.726,0.665,5.0,-5.611,0.0,0.0722,0.299,0.0,0.179,0.807,104.239,211212.0,4.0,2,Man Down (feat. AlunaGeorge)
2027,0.706,0.67,0.0,-8.496,0.0,0.0476,0.277,0.673,0.133,0.0634,125.002,391813.0,4.0,2,When Will I See You Again - Amtrac Remix
2028,0.803,0.684,9.0,-6.975,0.0,0.143,0.267,0.0,0.201,0.88,120.145,257685.0,4.0,2,Rollin' (feat. Frisco)
2029,0.797,0.851,8.0,-5.703,1.0,0.187,0.00442,0.0,0.152,0.434,120.01,182561.0,4.0,3,Man Down (feat. AlunaGeorge) - KREAM Remix
2030,0.593,0.67,2.0,-8.434,1.0,0.212,0.0589,0.0,0.42,0.817,77.615,252053.0,4.0,3,Say Nada (feat. JME) - Remix
2031,0.577,0.833,10.0,-4.725,0.0,0.0502,0.00205,0.00502,0.814,0.259,90.01,210083.0,4.0,2,Rest Of My Life - Rollout Mix
2032,0.619,0.583,2.0,-9.064,1.0,0.39,0.0893,0.0,0.217,0.946,78.005,272893.0,4.0,3,Say Nada
2033,0.798,0.72,9.0,-7.55,0.0,0.0477,0.345,0.16,0.164,0.793,110.012,206053.0,4.0,2,Solo
2034,0.513,0.809,9.0,-8.389,1.0,0.405,0.393,0.0,0.0973,0.863,137.663,186120.0,5.0,3,Too Bad Bad (feat. Mr Eazi)
2035,0.7,0.657,9.0,-7.121,0.0,0.0603,0.0816,3.63e-06,0.115,0.479,91.554,209682.0,4.0,2,Terms and Conditions
2036,0.734,0.511,0.0,-4.905,0.0,0.0592,0.148,0.0,0.29,0.727,124.995,206947.0,4.0,2,What You Did (feat. Ella Mai)
2037,0.669,0.669,0.0,-4.185,1.0,0.085,0.274,0.0,0.289,0.546,95.023,203067.0,4.0,4,I Wish I Missed My Ex
2038,0.693,0.744,5.0,-3.94,0.0,0.0496,0.227,0.0,0.244,0.64,91.722,167187.0,4.0,2,Simmer (feat. Burna Boy)
2039,0.69,0.494,6.0,-7.41,0.0,0.0378,0.572,0.00068,0.129,0.283,79.955,134627.0,4.0,2,Letter To Ur Ex
2040,0.655,0.351,7.0,-7.628,0.0,0.153,0.73,0.000176,0.291,0.316,141.689,185992.0,4.0,0,Grateful
2041,0.657,0.7,10.0,-4.911,0.0,0.382,0.34,0.000106,0.0992,0.61,82.113,266288.0,4.0,3,Sober
2042,0.494,0.492,1.0,-6.46,1.0,0.311,0.407,0.0,0.133,0.887,82.991,245200.0,4.0,3,All I Need (with Mahalia & Ty Dolla $ign)
2043,0.823,0.441,8.0,-7.645,1.0,0.156,0.636,7.68e-05,0.114,0.752,135.947,199533.0,4.0,4,Plastic Plants
2044,0.778,0.612,8.0,-4.234,0.0,0.0332,0.333,0.000213,0.12,0.187,109.985,148413.0,4.0,2,What Am I?
2045,0.701,0.575,6.0,-6.941,0.0,0.0751,0.119,0.00133,0.135,0.634,105.093,213933.0,4.0,2,Try Me
2046,0.757,0.737,4.0,-6.728,0.0,0.114,0.311,0.0,0.113,0.635,98.057,207031.0,4.0,2,Be Honest (feat. Burna Boy)
2047,0.881,0.661,11.0,-7.681,0.0,0.0343,0.098,0.0187,0.101,0.965,124.023,181306.0,4.0,2,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix
2048,0.637,0.299,7.0,-11.314,1.0,0.0366,0.742,0.0,0.359,0.364,83.872,213214.0,4.0,0,Nobody But You
2049,0.638,0.676,10.0,-5.944,0.0,0.22,0.402,1.07e-06,0.171,0.688,88.903,145653.0,4.0,3,Come Over (Remix)
2050,0.692,0.57,7.0,-8.077,1.0,0.185,0.666,0.0,0.107,0.309,91.917,250454.0,4.0,3,Blue Lights
2051,0.71,0.662,10.0,-5.947,0.0,0.175,0.42,0.0,0.0723,0.755,130.037,181510.0,4.0,2,On My Mind (Jorja Smith X Preditah)
2052,0.453,0.507,2.0,-10.098,1.0,0.0519,0.241,0.0107,0.16,0.153,134.023,204175.0,4.0,0,Addicted
2053,0.702,0.652,10.0,-5.587,0.0,0.318,0.0608,2.21e-06,0.277,0.524,178.011,208000.0,4.0,3,Come Over (feat. Popcaan)
2054,0.843,0.78,6.0,-7.182,0.0,0.212,0.0836,0.00086,0.0819,0.652,134.962,204600.0,4.0,3,Little Things
2055,0.65,0.555,6.0,-5.971,0.0,0.0719,0.502,0.0,0.104,0.352,103.081,207413.0,4.0,2,Over
2056,0.803,0.387,2.0,-5.839,0.0,0.0723,0.207,1.98e-06,0.217,0.5,136.038,186157.0,4.0,2,Smoke (feat. Lucky Daye)
2057,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2,Good & Plenty - Remix
2058,0.694,0.67,2.0,-5.624,0.0,0.105,0.471,0.0,0.183,0.443,125.509,170348.0,4.0,2,Over - Sped Up
2059,0.615,0.804,6.0,-5.531,1.0,0.188,0.00297,0.0,0.334,0.762,98.999,227436.0,4.0,4,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye)
2060,0.505,0.548,1.0,-6.508,0.0,0.398,0.757,0.0,0.198,0.515,136.352,174118.0,5.0,3,Sinner
2061,0.703,0.537,1.0,-8.69,1.0,0.0311,0.0114,0.0013,0.274,0.148,101.959,192787.0,4.0,4,"Careful (From The Original Motion Picture ""Magic Mike's Last Dance"")"
2062,0.724,0.564,1.0,-4.627,0.0,0.0591,0.498,0.0,0.107,0.541,113.943,183019.0,4.0,2,Can You Blame Me (feat. Lucky Daye)
2063,0.384,0.632,7.0,-6.736,0.0,0.403,0.447,0.00047,0.094,0.373,80.046,193173.0,4.0,3,Guess
2064,0.529,0.555,3.0,-6.259,0.0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,220133.0,4.0,2,Retrograde (feat. 6LACK & Lucky Daye)
2065,0.743,0.508,7.0,-8.024,1.0,0.0516,0.463,0.000153,0.223,0.256,91.002,170110.0,4.0,0,Várias Queixas
2066,0.699,0.5,10.0,-8.509,0.0,0.0726,0.558,0.0,0.2,0.266,127.015,205984.0,4.0,2,Love Love
2067,0.639,0.485,9.0,-9.83,1.0,0.113,0.423,0.0,0.274,0.258,93.024,192880.0,4.0,0,Devagarinho
2068,0.767,0.496,4.0,-7.946,0.0,0.0347,0.333,0.0694,0.111,0.17,104.003,215383.0,4.0,2,Algum Ritmo
2069,0.729,0.492,7.0,-11.859,1.0,0.049,0.432,0.000116,0.0967,0.367,90.056,156971.0,4.0,0,Vento Alecrim
2070,0.8,0.551,2.0,-6.751,0.0,0.0369,0.579,8.43e-05,0.204,0.466,130.037,201250.0,4.0,2,Proposta
2071,0.701,0.485,8.0,-10.927,1.0,0.0614,0.596,0.00952,0.326,0.554,85.929,170411.0,4.0,0,Pra Gente Acordar
2072,0.861,0.529,4.0,-9.628,0.0,0.144,0.12,0.00147,0.137,0.555,101.018,156160.0,4.0,2,A Voz
2073,0.62,0.404,1.0,-9.55,0.0,0.0641,0.364,1.45e-06,0.392,0.55,147.891,171907.0,4.0,2,deixa fluir
2074,0.559,0.667,2.0,-7.231,1.0,0.0424,0.431,0.0,0.118,0.628,170.073,191165.0,4.0,4,Índia
2075,0.733,0.67,5.0,-6.009,1.0,0.0751,0.121,0.0,0.121,0.472,100.964,192841.0,4.0,4,I Like You (A Happier Song) (with Doja Cat)
2076,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,4.0,2,Woman
2077,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0,4,Kiss Me More (feat. SZA)
2078,0.629,0.744,5.0,-6.124,0.0,0.0409,0.0769,0.247,0.194,0.451,89.021,175837.0,4.0,2,Kill Bill (feat. Doja Cat)
2079,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173.0,4.0,4,You Right
2080,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907.0,4.0,3,Vegas (From the Original Motion Picture Soundtrack ELVIS)
2081,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,4.0,4,Need to Know
2082,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,226987.0,4.0,4,Streets
2083,0.675,0.726,7.0,-5.508,0.0,0.0329,0.00538,5.05e-05,0.0751,0.731,100.002,236880.0,4.0,2,In Your eyes (Remix)
2084,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,134240.0,4.0,3,Boss Bitch
2085,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0,4,STAY (with Justin Bieber)
2086,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,4.0,4,Ghost
2087,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,233720.0,4.0,3,Love Yourself
2088,0.843,0.669,1.0,-4.105,0.0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4.0,2,Private Landing (feat. Justin Bieber & Future)
2089,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0,4,Peaches (feat. Daniel Caesar & Giveon)
2090,0.67,0.453,0.0,-11.265,1.0,0.295,0.256,0.327,0.117,0.685,135.047,194840.0,4.0,3,bad guy
2091,0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,200787.0,4.0,2,Sorry
2092,0.728,0.859,5.0,-5.237,0.0,0.137,0.0401,0.0,0.111,0.535,65.043,214240.0,4.0,2,Baby
2093,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987.0,4.0,4,Beauty And A Beat
2094,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,228482.0,3.0,1,Stuck with U (with Justin Bieber)
2095,0.817,0.44,10.0,-8.482,0.0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113.0,4.0,2,Search & Rescue
2096,0.561,0.52,11.0,-9.342,0.0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3.0,3,Rich Flex
2097,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,4.0,4,Jimmy Cooks (feat. 21 Savage)
2098,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987.0,4.0,4,One Dance
2099,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,189893.0,4.0,3,WAIT FOR U (feat. Drake & Tems)
2100,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973.0,4.0,4,God's Plan
2101,0.666,0.465,1.0,-8.545,1.0,0.26,0.0503,0.0,0.215,0.292,167.937,291175.0,4.0,3,Fair Trade (with Travis Scott)
2102,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,298941.0,4.0,0,Passionfruit
2103,0.773,0.701,7.0,-6.386,1.0,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,4.0,4,Spin Bout U
2104,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,4.0,3,Knife Talk (with 21 Savage ft. Project Pat)
2105,0.6,0.518,5.0,-4.368,0.0,0.477,0.583,0.0,0.0865,0.574,80.754,107077.0,3.0,3,Se Você Quiser
2106,0.634,0.359,2.0,-5.57,0.0,0.0581,0.113,1.59e-05,0.0679,0.456,84.696,140308.0,5.0,2,Colocando Nela
2107,0.584,0.315,2.0,-4.379,0.0,0.201,0.829,0.0,0.0915,0.479,85.299,123792.0,5.0,3,Que Saudade de Você
2108,0.83,0.487,4.0,-0.78,0.0,0.0964,0.339,1.9e-06,0.0823,0.694,86.671,149538.0,3.0,2,Tanto Faz
2109,0.857,0.469,6.0,-3.549,0.0,0.0649,0.582,0.0,0.0917,0.528,86.569,184615.0,5.0,2,Rebola Lentinho
2110,0.655,0.564,0.0,-1.734,0.0,0.0511,0.419,0.0,0.174,0.529,86.302,214204.0,3.0,1,Ela É Malandra
2111,0.566,0.638,5.0,-2.286,0.0,0.0764,0.38,2.93e-06,0.125,0.658,98.113,178182.0,3.0,1,Fala Que Me Ama É Cedo Demais X Vai Sentando Sem Compromisso
2112,0.522,0.675,6.0,-2.818,0.0,0.0657,0.108,2.24e-06,0.12,0.393,85.009,162512.0,5.0,2,50 Tons
2113,0.862,0.58,9.0,-2.952,0.0,0.0372,0.421,4.62e-05,0.133,0.573,133.073,157048.0,4.0,2,Namorar Não Da
2114,0.852,0.552,4.0,-2.982,0.0,0.0806,0.329,0.0,0.122,0.737,86.377,169846.0,5.0,2,Linguaruda
2115,0.636,0.869,9.0,-5.289,1.0,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496.0,4.0,4,Miracle (with Ellie Goulding)
2116,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0,4,We Found Love
2117,0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0,4.0,2,One Kiss (with Dua Lipa)
2118,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,222160.0,4.0,2,This Is What You Came For
2119,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0,4.0,2,Summer
2120,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413.0,4.0,4,Feel So Close - Radio Edit
2121,0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,227267.0,4.0,2,Outside (feat. Ellie Goulding)
2122,0.698,0.895,0.0,-4.439,1.0,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605.0,4.0,4,I'm Not Here To Make Friends
2123,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813.0,4.0,2,Slide (feat. Frank Ocean & Migos)
2124,0.818,0.913,4.0,-3.06,0.0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160.0,4.0,2,My Way
2125,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893.0,4.0,2,Tadow
2126,0.747,0.494,3.0,-7.957,0.0,0.141,0.393,0.0,0.0982,0.624,76.006,228453.0,4.0,2,Mystery Lady
2127,0.878,0.577,2.0,-5.925,1.0,0.0541,0.0656,0.0,0.0867,0.498,99.031,159242.0,4.0,4,What You Wanna Try
2128,0.567,0.593,6.0,-7.404,0.0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157.0,4.0,3,Navajo
2129,0.629,0.579,9.0,-6.543,0.0,0.107,0.811,0.00366,0.0813,0.363,135.86,204706.0,4.0,2,Good & Plenty - Remix
2130,0.658,0.619,9.0,-7.316,0.0,0.0772,0.788,0.0667,0.0951,0.354,136.077,204706.0,4.0,2,Good & Plenty
2131,0.818,0.461,6.0,-6.475,0.0,0.292,0.598,0.000135,0.108,0.532,88.006,188053.0,4.0,3,Queen Tings
2132,0.884,0.658,0.0,-5.94,1.0,0.134,0.19,0.00164,0.103,0.502,112.978,196495.0,4.0,4,Say You Want Me - Single Version
2133,0.589,0.431,9.0,-10.096,0.0,0.0475,0.554,0.0317,0.0878,0.159,134.688,167143.0,4.0,0,Flight 99
2134,0.8,0.552,5.0,-7.103,0.0,0.0862,0.16,7.05e-05,0.049,0.834,85.005,186400.0,4.0,2,Prone
2135,0.695,0.513,0.0,-8.014,0.0,0.404,0.645,0.0,0.23,0.445,94.116,293748.0,4.0,3,Devia Ir
2136,0.578,0.776,4.0,-5.536,0.0,0.259,0.289,6.13e-06,0.138,0.306,76.999,281767.0,4.0,3,Visão Noturna
2137,0.595,0.73,6.0,-5.968,0.0,0.113,0.285,0.0,0.116,0.189,93.849,263323.0,4.0,2,Praça Onze
2138,0.799,0.538,0.0,-7.452,0.0,0.206,0.439,0.0,0.104,0.503,94.041,258590.0,4.0,3,Bairro
2139,0.51,0.494,9.0,-7.301,0.0,0.0876,0.523,0.0,0.113,0.27,154.015,265012.0,4.0,2,Estrela Maior
2140,0.599,0.87,5.0,-4.615,0.0,0.371,0.324,0.0,0.0666,0.848,139.576,218289.0,4.0,3,Gorillaz
2141,0.846,0.722,2.0,-3.847,1.0,0.301,0.32,2.14e-05,0.124,0.391,124.967,257147.0,4.0,3,300
2142,0.492,0.582,6.0,-8.61,0.0,0.275,0.485,0.0,0.116,0.187,119.292,310535.0,4.0,3,Não Sinto
2143,0.861,0.516,7.0,-9.175,0.0,0.45,0.245,0.000121,0.107,0.278,128.096,262500.0,4.0,3,Irresponsável
2144,0.593,0.755,1.0,-4.835,1.0,0.412,0.547,0.0,0.128,0.723,104.261,214655.0,3.0,3,Perseus
2145,0.548,0.805,7.0,-5.732,1.0,0.351,0.212,0.000389,0.408,0.648,142.094,216387.0,4.0,3,Dior
2146,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,4.0,3,What You Know Bout Love
2147,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,4.0,3,For The Night (feat. Lil Baby & DaBaby)
2148,0.548,0.732,11.0,-5.652,0.0,0.336,0.125,0.0,0.269,0.612,142.791,127547.0,4.0,3,Invincible
2149,0.772,0.878,2.0,-4.22,1.0,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747.0,5.0,3,Element
2150,0.48,0.602,10.0,-6.335,0.0,0.368,0.487,0.0,0.0848,0.269,179.798,213333.0,4.0,3,Mood Swings (feat. Lil Tjay)
2151,0.905,0.647,10.0,-5.065,0.0,0.107,0.0187,0.0,0.282,0.367,130.97,190534.0,4.0,2,Hello (feat. A Boogie Wit da Hoodie)
2152,0.688,0.647,2.0,-7.258,1.0,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580.0,4.0,3,Got It On Me
2153,0.798,0.649,9.0,-6.546,1.0,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160.0,4.0,3,Get Back
2154,0.594,0.676,2.0,-5.808,1.0,0.344,0.135,0.0,0.163,0.472,143.477,181145.0,4.0,3,GATTI
2155,0.849,0.707,0.0,-6.002,1.0,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040.0,4.0,4,Essence (feat. Tems)
2156,0.914,0.643,6.0,-3.862,0.0,0.134,0.0498,0.0,0.0618,0.764,105.033,187907.0,4.0,2,2 Sugar (feat. Ayra Starr)
2157,0.73,0.634,4.0,-7.191,0.0,0.181,0.107,1.44e-05,0.0976,0.798,171.874,146840.0,4.0,2,Call Me Every Day (feat. Wizkid)
2158,0.5,0.738,1.0,-4.477,0.0,0.417,0.41,3.97e-06,0.223,0.433,185.577,168627.0,4.0,3,Slow Motion (feat. Wizkid)
2159,0.836,0.69,0.0,-5.816,1.0,0.123,0.0142,1.22e-05,0.112,0.586,104.004,263293.0,4.0,4,Essence (feat. Justin Bieber & Tems)
2160,0.686,0.694,7.0,-3.693,0.0,0.257,0.253,0.000904,0.109,0.587,189.998,262737.0,4.0,3,Joro
2161,0.545,0.749,4.0,-6.621,0.0,0.153,0.103,0.0,0.232,0.681,100.503,196147.0,4.0,2,Ginger (feat. Burna Boy)
2162,0.897,0.7,1.0,-2.776,0.0,0.117,0.0193,0.009,0.12,0.755,101.944,209760.0,4.0,2,Mood (feat. BNXN)
2163,0.859,0.811,5.0,-4.594,0.0,0.0473,0.0609,0.0147,0.0955,0.916,110.05,178587.0,4.0,2,Bad To Me
2164,0.817,0.669,0.0,-4.278,0.0,0.1,0.105,1.25e-06,0.247,0.693,106.934,181550.0,4.0,2,System (feat. WizKid)
2165,0.835,0.679,7.0,-5.329,0.0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638.0,4.0,2,La Bachata
2166,0.775,0.677,8.0,-4.703,0.0,0.0442,0.0313,0.00517,0.112,0.698,124.011,189357.0,4.0,2,El Merengue
2167,0.774,0.73,0.0,-3.865,1.0,0.134,0.108,0.0,0.194,0.421,91.966,212304.0,4.0,4,Los Cachos
2168,0.793,0.782,4.0,-3.945,1.0,0.0582,0.447,0.0,0.124,0.81,143.86,191945.0,4.0,4,Quiéreme Mientras Se Pueda
2169,0.719,0.753,7.0,-4.891,1.0,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564.0,4.0,4,Desconocidos
2170,0.788,0.477,4.0,-7.348,1.0,0.0434,0.549,0.0,0.349,0.86,94.983,213027.0,4.0,4,Una Lady Como Tú
2171,0.811,0.588,1.0,-3.161,1.0,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187.0,4.0,4,Una Vaina Loca
2172,0.736,0.632,11.0,-4.939,0.0,0.0648,0.18,0.0,0.349,0.503,92.03,216107.0,4.0,2,La Nota
2173,0.573,0.31,3.0,-11.134,1.0,0.296,0.94,5.65e-06,0.198,0.764,177.601,233930.0,4.0,3,Culpables
2174,0.829,0.747,7.0,-3.511,1.0,0.149,0.276,0.0,0.339,0.576,98.03,191607.0,4.0,4,Éxtasis
2175,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0,4,STAY (with Justin Bieber)
2176,0.662,0.398,11.0,-6.691,0.0,0.0275,0.716,0.0,0.111,0.468,107.001,145850.0,4.0,2,Love Again
2177,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782.0,4.0,4,Thousand Miles
2178,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,4.0,4,WITHOUT YOU
2179,0.363,0.373,2.0,-6.93,1.0,0.0461,0.557,0.0,0.14,0.341,81.06,201183.0,5.0,0,WHERE DOES YOUR SPIRIT GO?
2180,0.701,0.65,6.0,-6.313,1.0,0.104,0.291,0.0,0.112,0.647,90.003,160212.0,4.0,4,Hate The Other Side (with Marshmello & The Kid Laroi)
2181,0.487,0.74,6.0,-4.973,1.0,0.0944,0.157,0.0,0.612,0.522,73.779,181688.0,4.0,4,GO (feat. Juice WRLD)
2182,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,126521.0,4.0,4,SO DONE
2183,0.721,0.632,5.0,-6.695,0.0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860.0,4.0,2,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)"
2184,0.655,0.469,0.0,-6.257,1.0,0.0292,0.173,0.0,0.0956,0.467,92.56,161385.0,4.0,4,WITHOUT YOU (with Miley Cyrus)
2185,0.799,0.608,11.0,-11.026,0.0,0.295,0.204,0.000692,0.25,0.283,97.045,261881.0,4.0,3,It Runs Through Me
