,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
18590,0.544,0.797,7.0,-8.502,1.0,0.0309,0.0718,1.63e-06,0.0785,0.885,177.188,220173.0,4.0,4
18591,0.691,0.796,11.0,-3.797,0.0,0.11,0.111,2.93e-05,0.118,0.407,135.034,194173.0,4.0,2
18592,0.579,0.606,0.0,-10.613,1.0,0.0415,0.0189,0.00216,0.0368,0.415,115.287,194400.0,4.0,4
18593,0.352,0.604,4.0,-12.634,0.0,0.04,0.00326,0.00213,0.208,0.465,202.932,437160.0,4.0,2
18594,0.67,0.438,0.0,-13.633,1.0,0.0328,0.27,2.19e-06,0.238,0.659,134.73,219800.0,4.0,4
18595,0.659,0.444,0.0,-9.857,1.0,0.234,0.538,0.00431,0.0618,0.529,199.933,221080.0,4.0,3
18596,0.392,0.17,10.0,-11.7,1.0,0.0303,0.922,1.66e-05,0.116,0.29,86.665,164027.0,4.0,0
18597,0.526,0.807,4.0,-9.752,0.0,0.0487,0.00102,0.00368,0.176,0.359,101.724,437427.0,4.0,2
18598,0.727,0.45,2.0,-13.32,1.0,0.0291,0.127,0.0,0.0544,0.895,94.039,239160.0,4.0,4
18599,0.614,0.369,8.0,-15.182,1.0,0.0353,0.678,0.00235,0.143,0.733,143.319,297707.0,4.0,0
18600,0.588,0.856,5.0,-12.418,0.0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,309840.0,4.0,2
18601,0.741,0.519,8.0,-4.683,0.0,0.0351,0.426,0.0,0.318,0.418,134.294,279667.0,4.0,2
18602,0.871,0.532,10.0,-13.335,0.0,0.0677,0.126,0.00819,0.321,0.74,116.574,347667.0,4.0,2
18603,0.839,0.623,1.0,-13.712,1.0,0.108,0.346,0.0138,0.314,0.668,103.799,235373.0,4.0,4
18604,0.618,0.443,1.0,-14.66,1.0,0.0374,0.465,2.27e-06,0.133,0.759,82.497,250400.0,4.0,0
18605,0.72,0.719,7.0,-4.571,0.0,0.0882,0.185,0.000128,0.522,0.899,88.987,261400.0,4.0,2
18606,0.669,0.775,11.0,-10.599,0.0,0.0335,0.396,9.87e-05,0.442,0.96,95.537,241693.0,4.0,2
18607,0.674,0.28,5.0,-15.777,1.0,0.0282,0.482,3.51e-06,0.0751,0.389,69.042,251400.0,4.0,0
18608,0.787,0.63,0.0,-12.295,1.0,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,267293.0,4.0,4
18609,0.597,0.282,11.0,-17.23,1.0,0.0256,0.285,0.0,0.105,0.301,134.797,263933.0,4.0,0
18610,0.787,0.522,0.0,-13.029,0.0,0.0578,0.0126,1.34e-06,0.0671,0.923,111.576,249960.0,4.0,2
18611,0.469,0.386,2.0,-12.112,1.0,0.0272,0.103,1.2e-05,0.291,0.383,102.476,207467.0,4.0,0
18612,0.763,0.552,6.0,-11.98,1.0,0.0449,0.119,0.000695,0.28,0.744,90.775,256560.0,4.0,4
18613,0.667,0.793,0.0,-7.106,1.0,0.0505,0.0863,0.0,0.115,0.317,134.025,235267.0,4.0,4
18614,0.669,0.432,3.0,-12.854,1.0,0.0407,0.136,3.75e-05,0.21,0.53,152.16,263533.0,4.0,4
18615,0.632,0.785,4.0,-7.336,1.0,0.101,0.00972,0.0,0.0676,0.786,83.94,202413.0,4.0,4
18616,0.666,0.793,10.0,-6.395,1.0,0.066,0.0877,0.0,0.47,0.551,94.949,217280.0,4.0,4
18617,0.564,0.848,4.0,-4.669,0.0,0.047,0.00357,0.0,0.165,0.331,159.914,232373.0,4.0,2
18618,0.787,0.63,0.0,-12.295,1.0,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,267293.0,4.0,4
18619,0.597,0.282,11.0,-17.23,1.0,0.0256,0.285,0.0,0.105,0.301,134.797,263933.0,4.0,0
18620,0.787,0.522,0.0,-13.029,0.0,0.0578,0.0126,1.34e-06,0.0671,0.923,111.576,249960.0,4.0,2
18621,0.469,0.386,2.0,-12.112,1.0,0.0272,0.103,1.2e-05,0.291,0.383,102.476,207467.0,4.0,0
18622,0.763,0.552,6.0,-11.98,1.0,0.0449,0.119,0.000695,0.28,0.744,90.775,256560.0,4.0,4
18623,0.667,0.793,0.0,-7.106,1.0,0.0505,0.0863,0.0,0.115,0.317,134.025,235267.0,4.0,4
18624,0.669,0.432,3.0,-12.854,1.0,0.0407,0.136,3.75e-05,0.21,0.53,152.16,263533.0,4.0,4
18625,0.632,0.785,4.0,-7.336,1.0,0.101,0.00972,0.0,0.0676,0.786,83.94,202413.0,4.0,4
18626,0.666,0.793,10.0,-6.395,1.0,0.066,0.0877,0.0,0.47,0.551,94.949,217280.0,4.0,4
18627,0.564,0.848,4.0,-4.669,0.0,0.047,0.00357,0.0,0.165,0.331,159.914,232373.0,4.0,2
18628,0.646,0.406,5.0,-15.616,0.0,0.0264,0.159,0.00114,0.27,0.895,113.708,191773.0,4.0,2
18629,0.562,0.258,9.0,-16.628,0.0,0.0321,0.847,0.00371,0.0501,0.604,81.942,236880.0,4.0,0
18630,0.804,0.738,5.0,-7.116,0.0,0.0442,0.0691,0.00269,0.158,0.951,116.992,398000.0,4.0,2
18631,0.69,0.655,5.0,-11.831,0.0,0.0277,0.0848,0.0431,0.0655,0.88,112.829,265799.0,4.0,2
18632,0.534,0.296,8.0,-15.455,1.0,0.0535,0.706,2.7e-05,0.0749,0.576,75.666,229147.0,4.0,0
18633,0.65,0.565,7.0,-10.775,1.0,0.0356,0.175,0.0,0.0927,0.936,124.435,198133.0,4.0,4
18634,0.757,0.286,1.0,-14.962,0.0,0.032,0.697,0.00277,0.0718,0.715,97.194,180107.0,4.0,0
18635,0.824,0.595,10.0,-14.059,1.0,0.0996,0.172,0.00385,0.0458,0.968,92.846,232200.0,4.0,4
18636,0.484,0.291,7.0,-12.094,1.0,0.0313,0.886,0.00208,0.22,0.084,111.91,197867.0,3.0,1
18637,0.668,0.393,7.0,-9.459,1.0,0.0365,0.148,0.0,0.117,0.962,177.966,116333.0,3.0,1
18638,0.381,0.186,4.0,-15.477,1.0,0.029,0.613,2.75e-06,0.0694,0.142,65.058,201000.0,4.0,0
18639,0.496,0.368,4.0,-15.194,1.0,0.0338,0.46,7.54e-05,0.311,0.628,128.331,152227.0,4.0,0
18640,0.438,0.349,4.0,-15.569,1.0,0.038,0.338,5.7e-05,0.417,0.683,124.984,163587.0,4.0,0
18641,0.653,0.494,5.0,-14.79,1.0,0.102,0.389,1.46e-06,0.0677,0.905,137.463,231733.0,4.0,4
18642,0.424,0.438,7.0,-15.192,1.0,0.0529,0.064,0.0,0.0764,0.924,175.139,144893.0,4.0,4
18643,0.582,0.189,11.0,-10.39,1.0,0.032,0.861,5.54e-06,0.179,0.366,85.001,214307.0,4.0,0
18644,0.455,0.063,0.0,-21.191,0.0,0.0387,0.946,0.000131,0.1,0.208,125.392,171907.0,4.0,0
18645,0.606,0.71,2.0,-12.308,1.0,0.0685,0.000422,0.678,0.0816,0.933,145.189,422107.0,4.0,4
18646,0.518,0.431,2.0,-15.028,1.0,0.0519,0.41,0.00608,0.343,0.745,127.953,161267.0,4.0,0
18647,0.798,0.511,10.0,-14.078,1.0,0.034,0.658,0.00285,0.142,0.962,91.568,125667.0,4.0,0
18648,0.765,0.494,2.0,-7.348,1.0,0.0377,0.31,0.0,0.0836,0.91,77.724,201987.0,4.0,4
18649,0.444,0.757,11.0,-6.884,0.0,0.0541,0.699,0.0,0.329,0.554,154.26,215400.0,3.0,1
18650,0.65,0.724,4.0,-7.252,1.0,0.0286,0.00902,4.1e-05,0.319,0.886,134.816,222773.0,4.0,4
18651,0.776,0.635,2.0,-6.321,1.0,0.0282,0.253,0.0,0.0817,0.825,111.192,217200.0,4.0,4
18652,0.586,0.503,7.0,-13.328,1.0,0.0458,0.344,0.0,0.233,0.661,133.778,232360.0,4.0,0
18653,0.668,0.667,5.0,-6.022,1.0,0.0313,0.161,0.0,0.0748,0.573,120.306,237467.0,4.0,4
18654,0.503,0.51,2.0,-8.199,1.0,0.0295,0.336,0.0,0.0766,0.611,84.285,200533.0,4.0,4
18655,0.534,0.536,6.0,-6.957,1.0,0.0276,0.481,4.18e-06,0.225,0.306,143.731,234613.0,3.0,1
18656,0.452,0.43,9.0,-15.223,1.0,0.0405,0.289,0.0,0.311,0.432,106.522,338173.0,4.0,0
18657,0.394,0.924,9.0,-7.049,1.0,0.0556,0.697,0.0,0.148,0.851,93.352,206707.0,4.0,4
18658,0.625,0.574,0.0,-9.574,1.0,0.0235,0.311,0.000816,0.0977,0.693,97.707,278133.0,4.0,4
18659,0.752,0.403,1.0,-13.896,1.0,0.177,0.0746,0.0415,0.0876,0.394,74.97,332547.0,4.0,0
18660,0.701,0.446,7.0,-10.497,1.0,0.0354,0.0598,1.75e-06,0.0373,0.599,88.031,250947.0,4.0,4
18661,0.689,0.465,10.0,-8.943,1.0,0.0317,0.743,1.58e-05,0.0838,0.306,97.963,404520.0,4.0,0
18662,0.729,0.484,1.0,-13.179,1.0,0.0583,0.66,6.2e-05,0.424,0.512,123.179,317920.0,4.0,0
18663,0.652,0.221,10.0,-10.401,1.0,0.0329,0.97,0.000245,0.136,0.321,119.685,183000.0,4.0,0
18664,0.684,0.191,10.0,-14.509,1.0,0.0501,0.941,0.00623,0.0975,0.186,109.924,301240.0,4.0,0
18665,0.382,0.227,0.0,-11.577,1.0,0.0467,0.966,0.00622,0.133,0.187,184.073,284413.0,4.0,0
18666,0.774,0.926,8.0,-5.508,0.0,0.0752,0.000583,0.229,0.0684,0.946,102.055,288040.0,4.0,2
18667,0.848,0.576,9.0,-8.218,0.0,0.0729,0.204,0.0,0.358,0.754,128.027,258240.0,4.0,2
18668,0.52,0.709,5.0,-7.125,0.0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560.0,4.0,2
18669,0.638,0.906,2.0,-4.824,1.0,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,209200.0,4.0,4
18670,0.606,0.75,8.0,-4.535,0.0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867.0,4.0,2
18671,0.772,0.665,8.0,-3.947,1.0,0.0349,0.0136,0.012,0.0905,0.838,115.138,242587.0,4.0,4
18672,0.729,0.731,4.0,-4.823,1.0,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720.0,4.0,4
18673,0.49,0.852,10.0,-7.192,1.0,0.0502,0.0376,2.21e-06,0.126,0.663,143.248,266760.0,4.0,4
18674,0.581,0.806,4.0,-5.44,1.0,0.0309,0.0118,8.84e-06,0.124,0.779,157.129,273067.0,4.0,4
18675,0.705,0.872,11.0,-3.557,0.0,0.126,0.0618,0.0,0.227,0.75,93.628,207040.0,4.0,2
18676,0.546,0.907,4.0,-4.117,0.0,0.09,0.0135,0.00232,0.169,0.654,173.178,212400.0,4.0,2
18677,0.624,0.732,4.0,-4.931,0.0,0.0543,0.412,0.0,0.33,0.619,145.929,242800.0,4.0,2
18678,0.734,0.828,10.0,-11.018,0.0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093.0,4.0,2
18679,0.733,0.354,1.0,-14.382,1.0,0.0536,0.438,1.3e-05,0.12,0.816,147.859,269307.0,4.0,0
18680,0.753,0.589,9.0,-11.371,0.0,0.0363,0.141,7.09e-05,0.236,0.771,122.874,238600.0,4.0,2
18681,0.715,0.838,7.0,-10.541,0.0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,240093.0,4.0,2
18682,0.687,0.826,10.0,-6.563,0.0,0.0312,0.0656,8.63e-05,0.154,0.616,127.053,273790.0,4.0,2
18683,0.655,0.823,2.0,-10.03,1.0,0.0357,0.0276,0.00196,0.0578,0.768,110.924,274400.0,4.0,4
18684,0.714,0.838,1.0,-4.381,1.0,0.0516,0.051,2.72e-06,0.0716,0.744,127.029,297660.0,4.0,4
18685,0.734,0.605,8.0,-10.421,1.0,0.046,0.251,1.63e-05,0.0748,0.858,79.045,240973.0,4.0,4
18686,0.755,0.932,11.0,-5.391,0.0,0.0359,0.00515,0.0354,0.17,0.86,128.001,952720.0,4.0,2
18687,0.729,0.869,10.0,-10.808,0.0,0.0334,0.0183,0.178,0.112,0.969,127.061,447800.0,4.0,2
18688,0.734,0.828,10.0,-11.018,0.0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093.0,4.0,2
18689,0.733,0.354,1.0,-14.382,1.0,0.0536,0.438,1.3e-05,0.12,0.816,147.859,269307.0,4.0,0
18690,0.753,0.589,9.0,-11.371,0.0,0.0363,0.141,7.09e-05,0.236,0.771,122.874,238600.0,4.0,2
18691,0.715,0.838,7.0,-10.541,0.0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,240093.0,4.0,2
18692,0.687,0.826,10.0,-6.563,0.0,0.0312,0.0656,8.63e-05,0.154,0.616,127.053,273790.0,4.0,2
18693,0.655,0.823,2.0,-10.03,1.0,0.0357,0.0276,0.00196,0.0578,0.768,110.924,274400.0,4.0,4
18694,0.714,0.838,1.0,-4.381,1.0,0.0516,0.051,2.72e-06,0.0716,0.744,127.029,297660.0,4.0,4
18695,0.734,0.605,8.0,-10.421,1.0,0.046,0.251,1.63e-05,0.0748,0.858,79.045,240973.0,4.0,4
18696,0.755,0.932,11.0,-5.391,0.0,0.0359,0.00515,0.0354,0.17,0.86,128.001,952720.0,4.0,2
18697,0.729,0.869,10.0,-10.808,0.0,0.0334,0.0183,0.178,0.112,0.969,127.061,447800.0,4.0,2
18698,0.734,0.828,10.0,-11.018,0.0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093.0,4.0,2
18699,0.733,0.354,1.0,-14.382,1.0,0.0536,0.438,1.3e-05,0.12,0.816,147.859,269307.0,4.0,0
18700,0.753,0.589,9.0,-11.371,0.0,0.0363,0.141,7.09e-05,0.236,0.771,122.874,238600.0,4.0,2
18701,0.715,0.838,7.0,-10.541,0.0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,240093.0,4.0,2
18702,0.687,0.826,10.0,-6.563,0.0,0.0312,0.0656,8.63e-05,0.154,0.616,127.053,273790.0,4.0,2
18703,0.655,0.823,2.0,-10.03,1.0,0.0357,0.0276,0.00196,0.0578,0.768,110.924,274400.0,4.0,4
18704,0.714,0.838,1.0,-4.381,1.0,0.0516,0.051,2.72e-06,0.0716,0.744,127.029,297660.0,4.0,4
18705,0.734,0.605,8.0,-10.421,1.0,0.046,0.251,1.63e-05,0.0748,0.858,79.045,240973.0,4.0,4
18706,0.755,0.932,11.0,-5.391,0.0,0.0359,0.00515,0.0354,0.17,0.86,128.001,952720.0,4.0,2
18707,0.729,0.869,10.0,-10.808,0.0,0.0334,0.0183,0.178,0.112,0.969,127.061,447800.0,4.0,2
18708,0.745,0.219,5.0,-11.216,1.0,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,186251.0,4.0,0
18709,0.526,0.299,8.0,-13.797,1.0,0.031,0.941,0.097,0.106,0.679,156.848,200627.0,4.0,0
18710,0.436,0.141,0.0,-13.271,1.0,0.0308,0.902,2.81e-06,0.126,0.146,76.64,198227.0,3.0,1
18711,0.429,0.18,10.0,-10.694,1.0,0.0551,0.864,4.4e-06,0.104,0.485,170.645,154800.0,3.0,1
18712,0.427,0.813,0.0,-9.02,1.0,0.0737,0.0713,0.109,0.873,0.344,106.859,134267.0,3.0,1
18713,0.798,0.234,2.0,-10.699,1.0,0.0317,0.875,0.000626,0.134,0.403,103.152,202640.0,4.0,0
18714,0.651,0.347,0.0,-9.175,1.0,0.0341,0.694,0.0249,0.11,0.533,75.978,210000.0,4.0,0
18715,0.547,0.216,10.0,-14.908,1.0,0.0343,0.924,0.214,0.109,0.358,79.941,168107.0,3.0,1
18716,0.411,0.859,4.0,-7.382,1.0,0.085,0.0671,0.00201,0.958,0.36,112.228,156173.0,3.0,1
18717,0.379,0.0462,0.0,-14.719,1.0,0.0445,0.978,0.000931,0.0912,0.147,80.641,187769.0,3.0,1
18718,0.609,0.617,9.0,-7.091,1.0,0.0307,0.0994,0.00404,0.118,0.543,128.903,242893.0,4.0,4
18719,0.629,0.538,11.0,-11.757,1.0,0.0417,0.387,0.0017,0.114,0.823,142.066,185093.0,4.0,4
18720,0.468,0.706,8.0,-8.873,1.0,0.131,0.141,0.000445,0.13,0.889,131.028,193907.0,4.0,4
18721,0.399,0.605,8.0,-8.202,0.0,0.0302,0.00751,0.0157,0.127,0.474,128.182,196507.0,4.0,2
18722,0.673,0.624,4.0,-10.345,1.0,0.0301,0.186,0.19,0.234,0.911,110.733,217733.0,4.0,4
18723,0.534,0.493,11.0,-9.86,1.0,0.0894,0.607,7.84e-05,0.104,0.737,158.183,180800.0,4.0,0
18724,0.464,0.496,2.0,-10.773,0.0,0.0315,0.226,0.00139,0.0766,0.488,121.774,222467.0,4.0,2
18725,0.69,0.571,9.0,-9.518,1.0,0.0456,0.482,8.55e-05,0.0912,0.723,126.918,256560.0,4.0,4
18726,0.584,0.689,9.0,-8.091,1.0,0.0318,0.229,1.83e-05,0.0919,0.901,165.429,173000.0,4.0,4
18727,0.705,0.118,2.0,-16.195,1.0,0.0889,0.596,8.94e-05,0.114,0.619,131.785,182067.0,4.0,0
18728,0.699,0.619,9.0,-5.617,1.0,0.0333,0.185,0.0,0.228,0.53,130.098,216867.0,4.0,4
18729,0.59,0.508,11.0,-9.533,0.0,0.0282,0.178,0.0,0.153,0.411,137.882,268667.0,4.0,2
18730,0.565,0.723,1.0,-8.474,1.0,0.27,0.0052,0.0,0.16,0.551,176.001,281333.0,4.0,3
18731,0.572,0.486,10.0,-9.458,0.0,0.0511,0.715,0.0,0.129,0.51,148.033,245867.0,4.0,2
18732,0.463,0.51,8.0,-8.472,1.0,0.0297,0.444,1.81e-05,0.0987,0.178,73.87,285773.0,4.0,0
18733,0.54,0.603,8.0,-6.801,1.0,0.0419,0.825,0.0,0.261,0.497,136.053,247800.0,4.0,0
18734,0.715,0.633,1.0,-8.301,1.0,0.053,0.0935,1.61e-05,0.0799,0.696,92.103,236160.0,4.0,4
18735,0.272,0.291,6.0,-8.721,1.0,0.0291,0.967,0.000215,0.288,0.195,134.127,214840.0,3.0,1
18736,0.651,0.532,0.0,-6.241,0.0,0.0368,0.19,1.28e-06,0.212,0.776,75.093,239600.0,4.0,2
18737,0.695,0.595,7.0,-5.611,1.0,0.033,0.208,1.53e-05,0.0961,0.397,122.013,364307.0,4.0,4
18738,0.758,0.612,0.0,-11.403,1.0,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840.0,4.0,4
18739,0.747,0.663,2.0,-9.415,1.0,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216907.0,4.0,4
18740,0.582,0.836,8.0,-10.604,1.0,0.107,0.148,0.0392,0.0675,0.937,159.913,194467.0,4.0,4
18741,0.52,0.944,7.0,-4.721,1.0,0.157,0.0382,0.0,0.141,0.725,170.484,324707.0,4.0,4
18742,0.732,0.803,0.0,-10.817,1.0,0.202,0.228,0.0,0.659,0.776,111.13,179573.0,4.0,4
18743,0.529,0.804,7.0,-8.88,1.0,0.37,0.0344,0.00264,0.167,0.677,125.147,288627.0,4.0,3
18744,0.693,0.449,10.0,-11.692,1.0,0.0431,0.405,0.00014,0.116,0.606,109.438,155693.0,4.0,0
18745,0.59,0.796,2.0,-5.259,0.0,0.141,0.48,0.0,0.749,0.683,79.459,312933.0,4.0,2
18746,0.631,0.799,8.0,-7.495,1.0,0.0295,0.00385,0.0,0.0977,0.629,103.014,215987.0,4.0,4
18747,0.487,0.408,4.0,-8.256,0.0,0.124,0.797,0.0,0.126,0.451,117.141,287187.0,4.0,0
18748,0.742,0.791,0.0,-5.058,1.0,0.0961,0.219,1.56e-05,0.131,0.822,106.532,170485.0,4.0,4
18749,0.574,0.514,11.0,-8.02,0.0,0.028,0.313,0.00362,0.274,0.352,111.005,186000.0,3.0,1
18750,0.747,0.663,2.0,-9.415,1.0,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216907.0,4.0,4
18751,0.84,0.728,4.0,-8.473,0.0,0.0436,0.127,0.00114,0.114,0.74,124.066,225993.0,4.0,2
18752,0.636,0.67,1.0,-6.439,1.0,0.0277,0.132,0.0,0.199,0.713,127.564,206146.0,4.0,4
18753,0.732,0.803,0.0,-10.817,1.0,0.202,0.228,0.0,0.659,0.776,111.13,179573.0,4.0,4
18754,0.7,0.504,2.0,-9.494,1.0,0.0286,0.123,0.000603,0.0924,0.588,103.88,269307.0,4.0,4
18755,0.551,0.49,6.0,-7.941,1.0,0.0271,0.259,1.33e-06,0.0697,0.253,116.131,246337.0,4.0,0
18756,0.529,0.804,7.0,-8.88,1.0,0.37,0.0344,0.00264,0.167,0.677,125.147,288627.0,4.0,3
18757,0.355,0.112,10.0,-15.309,1.0,0.0362,0.959,0.000104,0.0674,0.153,134.893,220333.0,4.0,0
18758,0.762,0.863,0.0,-3.689,0.0,0.0561,0.015,0.0,0.125,0.965,106.012,185587.0,4.0,2
18759,0.672,0.748,11.0,-5.922,0.0,0.0589,0.305,0.0,0.0811,0.964,163.984,202227.0,4.0,2
18760,0.692,0.831,9.0,-5.389,1.0,0.034,0.0146,0.0,0.103,0.676,114.972,224294.0,4.0,4
18761,0.787,0.837,1.0,-5.419,1.0,0.0556,0.0926,0.0,0.155,0.918,122.004,185629.0,4.0,4
18762,0.843,0.881,9.0,-3.951,1.0,0.0581,0.14,0.0,0.0765,0.876,110.621,202267.0,4.0,4
18763,0.512,0.828,11.0,-4.672,0.0,0.0454,0.00627,8.73e-06,0.119,0.34,124.021,206373.0,4.0,2
18764,0.567,0.771,10.0,-4.532,0.0,0.0409,0.0125,0.0,0.353,0.59,178.065,176747.0,4.0,2
18765,0.599,0.891,9.0,-3.458,0.0,0.261,0.113,0.0,0.169,0.942,202.031,165093.0,4.0,3
18766,0.726,0.682,2.0,-5.02,1.0,0.0357,0.00366,0.0,0.101,0.727,123.008,217182.0,4.0,4
18767,0.668,0.661,2.0,-5.694,0.0,0.0496,0.000897,0.0,0.201,0.361,118.696,199013.0,4.0,2
18768,0.783,0.676,0.0,-7.737,1.0,0.0469,0.269,0.0,0.5,0.824,124.922,224200.0,4.0,4
18769,0.674,0.894,0.0,-3.835,1.0,0.0715,0.0101,0.0,0.263,0.718,124.963,161280.0,4.0,4
18770,0.838,0.752,4.0,-7.768,0.0,0.0368,0.651,0.000461,0.153,0.919,120.97,243658.0,4.0,2
18771,0.862,0.653,6.0,-9.177,0.0,0.0808,0.208,0.000103,0.171,0.795,124.98,244327.0,4.0,2
18772,0.71,0.65,11.0,-8.136,1.0,0.0285,0.2,0.00241,0.13,0.879,135.03,290804.0,4.0,4
18773,0.715,0.754,0.0,-7.919,1.0,0.04,0.196,0.0341,0.103,0.949,91.979,320507.0,4.0,4
18774,0.656,0.681,0.0,-7.987,1.0,0.0281,0.218,0.000448,0.486,0.642,123.028,234789.0,4.0,4
18775,0.639,0.479,7.0,-8.75,1.0,0.0274,0.0355,0.00132,0.0861,0.539,93.99,322813.0,4.0,4
18776,0.789,0.564,7.0,-9.414,1.0,0.0468,0.0136,0.0314,0.0838,0.547,90.619,351172.0,4.0,4
18777,0.729,0.568,2.0,-8.818,1.0,0.0246,0.112,0.0012,0.274,0.709,110.004,292208.0,4.0,4
18778,0.78,0.68,4.0,-6.081,1.0,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560.0,4.0,4
18779,0.671,0.843,10.0,-4.509,0.0,0.0385,0.0277,0.0,0.295,0.567,121.973,205467.0,4.0,2
18780,0.74,0.777,7.0,-5.425,0.0,0.163,0.0399,0.0,0.0835,0.767,129.98,157024.0,4.0,2
18781,0.731,0.681,4.0,-5.866,1.0,0.0405,0.0958,0.0,0.0682,0.688,118.028,180968.0,4.0,4
18782,0.83,0.707,8.0,-5.685,1.0,0.076,0.275,0.0,0.118,0.875,123.037,177613.0,4.0,4
18783,0.794,0.741,4.0,-4.472,1.0,0.0456,0.0649,0.0,0.171,0.661,117.944,182333.0,4.0,4
18784,0.854,0.623,2.0,-5.39,1.0,0.066,0.461,6.73e-05,0.0559,0.822,113.046,180875.0,4.0,4
18785,0.429,0.919,1.0,-3.535,1.0,0.182,0.0716,1.46e-06,0.0892,0.544,185.986,243840.0,3.0,1
18786,0.698,0.797,0.0,-5.147,1.0,0.0315,0.278,0.0,0.0975,0.859,115.012,196302.0,4.0,4
18787,0.656,0.777,9.0,-2.931,1.0,0.186,0.205,0.0,0.332,0.686,102.065,188149.0,4.0,4
18788,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,226600.0,4.0,0
18789,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,199987.0,4.0,4
18790,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0,4
18791,0.645,0.78,8.0,-5.165,1.0,0.0319,0.218,0.0,0.0919,0.372,120.008,200400.0,4.0,4
18792,0.681,0.582,6.0,-7.76,0.0,0.0313,0.22,0.0,0.119,0.221,124.038,248360.0,4.0,2
18793,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0,4.0,2
18794,0.647,0.823,2.0,-5.231,1.0,0.0762,0.0598,0.0,0.119,0.396,99.933,230333.0,4.0,4
18795,0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120.0,4.0,2
18796,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107.0,4.0,4
18797,0.741,0.663,0.0,-7.308,1.0,0.0434,0.0608,0.0,0.0931,0.338,115.013,184373.0,4.0,4
18798,0.868,0.541,2.0,-10.051,1.0,0.053,0.105,3.84e-05,0.046,0.96,102.471,328893.0,4.0,4
18799,0.865,0.664,10.0,-8.754,1.0,0.07,0.0201,0.218,0.0901,0.525,111.895,282360.0,4.0,4
18800,0.854,0.366,11.0,-11.382,0.0,0.0368,0.288,0.0,0.0829,0.787,134.338,232293.0,4.0,2
18801,0.969,0.698,4.0,-6.011,0.0,0.193,0.178,0.000257,0.0545,0.549,106.379,262747.0,4.0,3
18802,0.946,0.544,11.0,-7.73,0.0,0.112,0.0212,0.0544,0.0662,0.632,113.117,246800.0,4.0,2
18803,0.923,0.756,0.0,-5.715,1.0,0.278,0.357,7.64e-06,0.03,0.6,101.768,182267.0,4.0,3
18804,0.911,0.434,7.0,-9.232,1.0,0.158,0.0114,0.000128,0.177,0.457,116.901,233093.0,4.0,4
18805,0.612,0.235,6.0,-15.999,0.0,0.0343,0.743,5.66e-06,0.131,0.245,125.999,374227.0,4.0,0
18806,0.862,0.522,6.0,-13.831,0.0,0.0705,0.00644,2.78e-06,0.0385,0.703,116.177,426107.0,4.0,2
18807,0.733,0.585,6.0,-6.928,1.0,0.0262,0.199,0.000884,0.176,0.405,91.524,323507.0,4.0,4
18808,0.566,0.885,8.0,-4.528,1.0,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893.0,4.0,4
18809,0.554,0.854,6.0,-6.263,0.0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,257744.0,4.0,2
18810,0.668,0.982,9.0,-4.754,1.0,0.0911,0.152,0.00613,0.0784,0.691,127.504,165686.0,4.0,4
18811,0.725,0.835,5.0,-3.95,0.0,0.0362,0.0849,6.29e-06,0.0809,0.845,120.023,204253.0,4.0,2
18812,0.618,0.842,9.0,-4.384,0.0,0.0772,0.0452,0.000216,0.0737,0.734,175.989,189187.0,4.0,2
18813,0.567,0.753,4.0,-4.823,1.0,0.0406,0.00862,0.00183,0.127,0.566,120.098,163840.0,4.0,4
18814,0.532,0.487,0.0,-7.5,1.0,0.0264,0.368,9.64e-05,0.148,0.162,96.335,185000.0,3.0,1
